record_id,company_name,contact_first,contact_last,email,phone,city,state,zip,signup_date,monthly_volume,status
MRC-101451,Bluebird Printing,Sarah,Jackson,sarah.jackson@bluebird-example.com,629-944-3461,Houston,TX,77002,2023-05-29,20820.93,pending
MRC-100512,Cedar Consulting,,Davis,sarah.davis@cedar-example.com,+1 547 622 5199,Newark,NJ,7102,2025-02-01,7485.97,churned
MRC-101652,Harbor HVAC,David,Rodriguez,david.rodriguez@harbor-example.com,+1 821 530 2031,Newark,NJ,7102,2022-06-21,1976.72,churned
MRC-101862,Redstone Roofing,Olivia,Rodriguez,olivia.rodriguez@redstone-example.com,(413) 881-5752,Denver,CO,80202,2019-11-11,1748.82,churned
MRC-101092,Summit Roofing,Emma,Brown,emma.brown@summit-example.com,(456) 984-6612,Portland,OR,97201,2020-10-07,20157.75,churned
MRC-101841,Redstone Electric,Karen,Thomas,karen.thomas@redstone-example.com,2557046139,Spring,TX,77373,2020-11-18,1355.3,pending
MRC-101264,Prairie Auto Repair,Jason,Thomas,jason.thomas@prairie-example.com,815-804-4793,Portland,OR,97201,2024-06-19,11373.97,churned
MRC-100492,Harbor HVAC,James,Taylor,james.taylor@harbor-example.com,(727) 518-2872,Boston,MA,2108,2020-03-28,5086.81,pending
MRC-101083,Ironwood Consulting,Michael,Moore,michael.moore@ironwood-example.com,,Newark,NJ,07102,2020-06-16,1299.49,active
MRC-100687,Bluebird Catering,Karen,Anderson,karen.anderson@bluebird-example.com,4327249991,Portland,OR,97201,2022-03-27,1185.46,churned
MRC-101719,Copper Bakery,Anna,Garcia,anna.garcia@copper-example.com,(699) 541-8056,Providence,RI,02903,2025-06-29,14660.97,pending
MRC-101922,Harbor HVAC,Maria,Lee,maria.lee@harbor-example.com,+1 237 352 2263,Boston,MA,02108,2021-05-20,454.78,active
MRC-100225,Copper Bakery,Emma,Walker,emma.walker@copper-example.com,476-624-7426,Newark,NJ,07102,2022-10-13,9603.01,churned
MRC-100541,Harbor Plumbing,Emma,Jones,emma.jones@harbor-example.com,(639) 361-8899,Newark,NJ,,2023-04-13,2396.62,Churned
MRC-100595,Cedar Auto Repair,Olivia,Rodriguez,olivia.rodriguez@cedar-example.com,+1 751 662 6588,Newark,NJ,7102,2024-02-25,1699.61,PENDING
MRC-100918,Summit HVAC,David,Brown,david.brown@summit-example.com,917-884-8948,Newark,NJ,07102,2020-03-04,9114.17,churned
MRC-100384,Prairie Landscaping,Daniel,Miller,daniel.miller@prairie-example.com,(957) 851-1759,Providence,RI,,2019-09-28,1104.66,pending
MRC-101747,Lakeside Auto Repair,Brian,Johnson,brian.johnson@lakeside-example.com,496-238-1332,Spring,TX,77373,2022-10-17,300.51,pending
MRC-100910,Prairie Printing,Nancy,Brown,nancy.brown@prairie-example.com,3644475326,Phoenix,AZ,85001,2023-08-02,5573.13,churned
MRC-100626,Ironwood Logistics,Nancy,Moore,nancy.moore@ironwood-example.com,979-236-8160,Spring,TX,77373,2022-12-07,948.95,pending
MRC-100741,Ironwood Catering,Sarah,Jones,sarah.jones@ironwood-example.com,+1 650 854 2760,Chicago,il,60601,2019-03-23,1653.88,churned
MRC-101879,Ironwood Auto Repair,Jason,Miller,jason.miller@ironwood-example.com,6562954230,Spring,Tex,,2022-03-27,3914.84,CHURNED
MRC-100556,Lakeside Landscaping,Sophia,Lee,sophia.lee@lakeside-example.com,+1 493 334 8716,Houston,TX,77002,2019-05-20,682.21,churned
MRC-100146,Summit Plumbing,Sarah,Hall,sarah.hall@summit-example.com,+1 260 518 8170,Boston,MA,2108,2021-07-07,179.23,active
MRC-100280,Redstone Electric,Michael,Smith,michael.smith@redstone-example.com,7923568850,Phoenix,AZ,85001,2020-09-13,472.94,active
MRC-101209,Cedar Bakery,Karen,Taylor,karen.taylor@cedar-example.com,2894108487,Phoenix,AZ,85001,2021-07-11,2844.64,active
MRC-100341,Copper HVAC,James,Taylor,,(973) 787-2267,Boston,MA,2108,2021-01-09,4027.32,PENDING
MRC-101486,Redstone Logistics,Maria,Davis,maria.davis@redstone-example.com,+1 893 698 5774,Providence,RI,02903,2025-09-30,649.63,pending
MRC-101606,Lakeside Roofing,James,Anderson,james.anderson@lakeside-example.com,736-452-8764,Spring,TX,77373,2021-06-30,278.05,Active
MRC-100823,Lakeside Electric,Emma,Rodriguez,emma.rodriguez@lakeside-example.com,(385) 289-2573,Spring,TX,77373,2025-03-07,2092.91,pending
MRC-101669,Harbor Catering,David,Wilson,david.wilson@harbor-example.com,(556) 944-1718,Newark,NJ,7102,,1909.24,active
MRC-101520,Willow Printing,Paul,Rodriguez,paul.rodriguez@willow-example.com,8472544971,Providence,RI,02903,2022-10-27,1618.84,active
MRC-100938,Summit HVAC,Nancy,Lee,nancy.lee@summit-example.com,3569157643,Chicago,IL,60601,2023-10-02,3585.85,active
MRC-100210,Prairie Bakery,,Rodriguez,james.rodriguez@prairie-example.com,+1 767 242 2015,Atlanta,GA,,2024-01-15,1502.44,active
MRC-100696,Ironwood HVAC,Linda,Smith,linda.smith@ironwood-example.com,4485991982,Denver,CO,80202,2024-01-05,619.55,pending
MRC-101899,Pioneer Electric,Karen,Rodriguez,karen.rodriguez@pioneer-example.com,2608527798,Spring,TX,77373,2019-07-06,2491.32,CHURNED
MRC-100629,Cedar Electric,Olivia,Taylor,olivia.taylor@cedar-example.com,+1 455 690 5732,Providence,RI,02903,2019-11-26,7351.53,churned
MRC-100971,Prairie Printing,Michael,Moore,michael.moore@prairie-example.com,3797295018,Houston,tx,77002,2024-02-05,507.81,active
MRC-101934,Ironwood Catering,James,Wilson,james.wilson@ironwood-example.com,,Providence,RI,02903,2019-05-18,1795.97,active
MRC-100069,Willow Bakery,David,Wilson,david.wilson@willow-example.com,7925239240,Providence,RI,02903,2020-04-11,1827.19,Pending
MRC-200007,PIONEER PLUMBING,NANCY,Jones,nancy.jones@pioneer-example.com,5139278348,Spring,TX,77373,2020-07-18,329.99,PENDING
MRC-101931,Copper Consulting,Mark,Jackson,mark.jackson@copper-example.com,+1 860 819 9867,Newark,NJ,07102,2019-03-24,1969.45,ACTIVE
MRC-100647,Redstone Bakery,Jason,Davis,jason.davis@redstone-example.com,+1 762 263 3948,Spring,TX,,2025-06-18,-1228.7,churned
MRC-100150,Pioneer Roofing,Maria,Jones,maria.jones@pioneer-example.com,753-317-4072,Providence,RI,,2022-04-17,4799.75,active
MRC-101369,Bluebird Cleaning,Maria,Jackson,maria.jackson@bluebird-example.com,3373427610,Phoenix,AZ,85001,2023-04-03,10648.19,churned
MRC-101589,Pioneer Consulting,Olivia,Lee,olivia.lee@pioneer-example.com,+1 223 584 6144,Atlanta,GA,,2024-08-19,678.28,CHURNED
MRC-100914,Cedar Catering,Maria,Moore,maria.moore@cedar-example.com,8879905559,Houston,TX,77002,2021-12-17,3115.01,active
MRC-101828,Prairie Catering,Paul,Thomas,paul.thomas@prairie-example.com,+1 670 669 2990,Houston,TX,,2024-10-24,1028.72,active
MRC-100670,Bluebird Logistics,Robert,Hall,robert.hall@bluebird-example.com,367-732-2541,Houston,TX,77002,2024-03-07,5089.77,pending
MRC-100284,Ironwood Electric,Emma,Wilson,emma.wilson@ironwood-example.com,4165589619,Portland,OR,97201,2022-11-15,2177.05,pending
MRC-101097,Ironwood Plumbing,Daniel,Moore,daniel.moore@ironwood-example.com,997-286-9256,Providence,RI,2903,2019-04-04,4175.8,churned
MRC-100286,Ironwood Bakery,Laura,Wilson,laura.wilson@ironwood-example.com,902-961-9211,Spring,tx,77373,2022-05-14,1861.35,pending
MRC-100190,Lakeside Plumbing,Paul,Garcia,paul.garcia@lakeside-example.com,4725608022,Spring,TX,77373,2019-11-14,6895.21,churned
MRC-200004,WILLOW ROOFING,OLIVIA,Smith,olivia.smith@willow-example.com,+1 355 711 7262,Spring,TX,77373,2019-01-27,966.99,ACTIVE
MRC-101596,Redstone Cleaning,Anna,Miller,anna.miller@redstone-example.com,943-527-2606,Spring,TX,77373,2021-10-01,416.94,pending
MRC-100386,Willow Catering,Nancy,Jones,nancy.jones@willow-example.com,733-712-4198,Atlanta,GA,30303,2022-08-29,1706.98,pending
MRC-100445,Pioneer HVAC,,Jones,robert.jones@pioneer-example.com,+1 690 604 6583,Portland,OR,97201,2023-04-30,12408.67,active
MRC-100176,Ironwood Electric,Karen,Anderson,karen.anderson@ironwood-example.com,,Boston,MA,2108,2024-11-14,18032.9,pending
MRC-101568,Copper Catering,Kevin,Taylor,kevin.taylor@copper-example.com,(984) 355-8113,Houston,Tex,77002,2020-12-06,269.15,PENDING
MRC-101766,Cedar Consulting,Jason,Taylor,jason.taylor@cedar-example.com,3642204084,Denver,CO,80202,2024-04-17,685.83,churned
MRC-100580,Summit Catering,Brian,Martinez,brian.martinez@summit-example.com,(942) 568-7908,Spring,TX,77373,2021-07-22,3027.12,pending
MRC-101455,Ironwood Cleaning,,Lee,mark.lee@ironwood-example.com,4278167267,Providence,RI,2903,2025-06-06,711.44,Active
MRC-100495,Granite Landscaping,Anna,Garcia,,8337725900,Houston,TX,77002,2022-03-20,1041.58,pending
MRC-101472,Copper Logistics,Sarah,Garcia,sarah.garcia@copper-example.com,+1 901 373 5596,Portland,OR,97201,2021-04-02,18292.39,pending
MRC-101939,Cedar Roofing,Michael,Jones,michael.jones@cedar-example.com,(382) 868-5824,Providence,RI,2903,2023-12-08,14157.23,CHURNED
MRC-101933,Bluebird Printing,Sarah,Jackson,sarah.jackson@bluebird-example.com,+1 268 227 4834,Chicago,IL,60601,2025-03-19,457.72,active
MRC-101507,Ironwood Plumbing,Daniel,Brown,daniel.brown@ironwood-example.com,(375) 928-6326,Boston,MA,2108,2025-06-25,1663.04,churned
MRC-100121,Bluebird Logistics,David,Hall,david.hall@bluebird-example.com,987-954-8955,Atlanta,GA,30303,2025-10-12,2319.7,churned
MRC-100247,Granite Auto Repair,Karen,Williams,karen.williams@granite-example.com,615-206-8218,Denver,CO,80202,2023-11-23,429.59,churned
MRC-101539,Copper Catering,Emma,Wilson,emma.wilson@copper-example.com,2672428739,Chicago,IL,60601,2022-03-23,1729.63,active
MRC-101840,Ironwood Electric,Brian,Brown,brian.brown@ironwood-example.com,(967) 532-8353,Providence,RI,02903,2019-11-08,7159.9,pending
MRC-100902,Lakeside Catering,James,Walker,james.walker@lakeside-example.com,(745) 356-3979,Chicago,IL,60601,2023-12-27,20712.79,pending
MRC-101734,Pioneer Roofing,Robert,Anderson,robert.anderson@pioneer-example.com,(886) 594-8649,Denver,CO,80202,2019-06-24,1489.38,churned
MRC-100786,Prairie Consulting,,Miller,anna.miller@prairie-example.com,+1 665 756 4320,Atlanta,GA,30303,2025-06-14,861.32,churned
MRC-101599,Redstone Consulting,Karen,Smith,karen.smith@redstone-example.com,+1 618 350 7108,Providence,RI,2903,2023-01-26,1849.47,churned
MRC-100959,Willow Landscaping,Anna,Martin,anna.martin@willow-example.com,,Atlanta,GA,30303,2024-11-02,6446.98,pending
MRC-200044,PRAIRIE ROOFING,MARIA,Smith,maria.smith@prairie-example.com,261-856-2020,Boston,Mass,02108,2020-09-05,1026.21,ACTIVE
MRC-100951,Prairie Electric,Mark,Martin,mark.martin@prairie-example.com,(612) 267-7191,Newark,NJ,07102,2021-05-24,1828.41,pending
MRC-100749,Granite Plumbing,Brian,Jackson,brian.jackson@granite-example.com,+1 551 814 5083,Providence,ri,2903,2019-02-15,2351.06,churned
MRC-101090,Redstone Logistics,Mark,Smith,mark.smith@redstone-example.com,(922) 894-4430,Spring,TX,77373,2024-06-22,36939.77,pending
MRC-100484,Prairie Auto Repair,Mark,Brown,mark.brown@prairie-example.com,402-348-6645,Chicago,IL,60601,2021-03-28,729.38,pending
MRC-101065,Copper Logistics,Emma,Taylor,emma.taylor@copper-example.com,862-534-6682,Newark,NJ,7102,2020-09-18,9407.1,churned
MRC-101039,Copper Plumbing,Karen,Wilson,karen.wilson@copper-example.com,234-221-6250,Spring,TX,77373,2021-01-08,594.2,PENDING
MRC-100133,Redstone HVAC,Olivia,Taylor,olivia.taylor@redstone-example.com,567-507-3381,Spring,TX,77373,2021-08-06,4008.55,churned
MRC-100035,Pioneer Auto Repair,James,Thomas,james.thomas@pioneer-example.com,(229) 944-6668,Chicago,IL,60601,2023-12-07,5923.44,active
MRC-100216,Granite Landscaping,,Lee,olivia.lee@granite-example.com,(502) 742-1441,Atlanta,GA,30303,2020-04-13,2955.31,active
MRC-100601,Lakeside Electric,Karen,Martin,karen.martin@lakeside-example.com,504-393-1115,Boston,MA,2108,2024-09-17,1037.1,pending
MRC-101944,Summit Catering,Daniel,Martinez,daniel.martinez@summit-example.com,264-371-4785,Houston,TX,77002,2023-06-25,5914.36,pending
MRC-101656,Copper Plumbing,Sarah,Wilson,sarah.wilson@copper-example.com,(541) 440-8156,Spring,TX,77373,2025-09-30,11882.97,Pending
MRC-100606,Pioneer Electric,Sophia,Miller,sophia.miller@pioneer-example.com,3153819416,Boston,Mass,02108,2023-08-04,162.95,pending
MRC-101806,Ironwood Auto Repair,Laura,Jackson,laura.jackson@ironwood-example.com,+1 541 576 5407,Boston,MA,2108,2020-03-09,657.36,pending
MRC-101866,Copper HVAC,James,Jones,james.jones@copper-example.com,+1 862 376 4970,Boston,MA,02108,2019-04-05,4256.17,Active
MRC-100547,Redstone HVAC,Olivia,Williams,olivia.williams@redstone-example.com,+1 820 269 6130,Boston,MA,2108,,3601.85,active
MRC-101603,Pioneer HVAC,Kevin,Martinez,kevin.martinez@pioneer-example.com,6017973710,Boston,MA,2108,2025-05-08,583.27,pending
MRC-100105,Pioneer Landscaping,Jason,Jackson,jason.jackson@pioneer-example.com,7325136766,Houston,TX,77002,2020-03-16,9257.22,active
MRC-101227,Bluebird Auto Repair,Sophia,Walker,sophia.walker@bluebird-example.com,+1 433 735 9018,Phoenix,AZ,85001,2021-10-11,406.77,churned
MRC-101279,Willow Catering,Linda,Hall,linda.hall@willow-example.com,(215) 649-3763,Chicago,IL,60601,2019-12-14,2705.35,pending
MRC-100358,Cedar Consulting,,Lee,linda.lee@cedar-example.com,,Providence,ri,02903,2025-07-09,1062.88,pending
MRC-100686,Summit Auto Repair,Sarah,Jackson,sarah.jackson@summit-example.com,,Phoenix,AZ,85001,2023-02-05,1252.03,churned
MRC-100636,Granite Logistics,,Jackson,nancy.jackson@granite-example.com,4802415862,Denver,CO,80202,2023-12-23,994.46,churned
MRC-101048,Granite Printing,,Wilson,laura.wilson@granite-example.com,882-622-4120,Portland,OR,97201,2025-01-06,834.4,pending
MRC-101244,Prairie Consulting,James,Rodriguez,james.rodriguez@prairie-example.com,5123792859,Newark,NJ,07102,2021-04-05,56.42,active
MRC-100057,Ironwood Roofing,,Davis,maria.davis@ironwood-example.com,3422651631,Phoenix,AZ,85001,2022-02-06,1380.75,pending
MRC-100158,Bluebird Auto Repair,Emma,Jones,emma.jones@bluebird-example.com,(271) 376-6420,Chicago,IL,60601,2022-01-03,694.44,pending
MRC-101927,Ironwood Landscaping,Anna,Walker,,(930) 348-3586,Boston,MA,02108,2022-07-25,2469.91,churned
MRC-101191,Cedar Catering,Linda,Williams,linda.williams@cedar-example.com,9043769029,Newark,NJ,7102,2022-11-27,837.5,churned
MRC-100986,Cedar HVAC,Brian,Walker,brian.walker@cedar-example.com,2602629751,Phoenix,AZ,85001,2025-09-30,1142.31,Churned
MRC-100838,Pioneer Bakery,Robert,Williams,,(290) 210-7061,Chicago,IL,60601,2019-08-24,736.59,churned
MRC-101396,Cedar Consulting,,Thomas,olivia.thomas@cedar-example.com,,Boston,ma,02108,2024-01-23,1619.46,active
MRC-101870,Willow Logistics,Linda,Davis,linda.davis@willow-example.com,503-632-5508,Portland,OR,97201,2021-10-23,404.99,churned
MRC-101900,Harbor Auto Repair,Olivia,Williams,olivia.williams@harbor-example.com,9728291936,Newark,NJ,07102,2023-05-08,2233.44,churned
MRC-100238,Ironwood Printing,Sophia,Garcia,sophia.garcia@ironwood-example.com,+1 256 737 4426,Phoenix,AZ,85001,2021-09-14,5346.2,active
MRC-100499,Bluebird Logistics,Karen,Moore,karen.moore@bluebird-example.com,9758007382,Portland,OR,97201,2022-11-17,549.03,active
MRC-100401,Ironwood Catering,Olivia,Rodriguez,olivia.rodriguez@ironwood-example.com,+1 968 497 7717,Portland,OR,97201,2023-05-12,313.7,active
MRC-101878,Prairie HVAC,Maria,Brown,maria.brown@prairie-example.com,5707535781,Chicago,IL,60601,2021-01-03,13173.94,pending
MRC-101993,Willow Logistics,Olivia,Brown,olivia.brown@willow-example.com,,Portland,OR,97201,2021-06-17,3924.84,active
MRC-100506,Redstone Auto Repair,,Jackson,mark.jackson@redstone-example.com,+1 774 328 6657,Portland,OR,97201,2019-11-15,15001.16,pending
MRC-101989,Prairie Printing,Laura,Hall,laura.hall@prairie-example.com,(890) 229-9521,Houston,TX,77002,2025-07-03,1291.86,churned
MRC-101150,Lakeside Consulting,Laura,Jones,laura.jones@lakeside-example.com,2554121862,Providence,RI,2903,2019-06-02,426.69,churned
MRC-101488,Summit Electric,Paul,Rodriguez,paul.rodriguez@summit-example.com,(504) 394-8890,Newark,NJ,7102,2020-10-10,4301.95,pending
MRC-101338,Ironwood Catering,Emma,Jackson,emma.jackson@ironwood-example.com,(699) 465-6399,Portland,OR,97201,2020-09-10,1099.59,churned
MRC-100944,Willow Consulting,Linda,Brown,linda.brown@willow-example.com,,Newark,NJ,7102,2024-12-19,2933.43,pending
MRC-100690,Cedar Consulting,David,Jackson,david.jackson@cedar-example.com,+1 607 542 1659,Spring,tx,77373,2022-10-05,615.94,pending
MRC-100228,Willow Consulting,David,Walker,david.walker@willow-example.com,,Houston,TX,77002,2025-03-13,1273.51,pending
MRC-101134,Willow Roofing,Olivia,Anderson,olivia.anderson@willow-example.com,+1 905 699 9914,Spring,TX,77373,2023-03-28,1133.05,churned
MRC-100167,Bluebird Catering,Brian,Moore,brian.moore@bluebird-example.com,2229403024,Houston,TX,77002,2024-05-10,1091.79,churned
MRC-101118,Lakeside Plumbing,David,Thomas,david.thomas@lakeside-example.com,3055256598,Houston,TX,77002,2023-04-19,2226.2,pending
MRC-101113,Ironwood Landscaping,Nancy,Jackson,nancy.jackson@ironwood-example.com,5758056638,Spring,TX,77373,2020-03-25,907.66,pending
MRC-101819,Harbor Bakery,David,Taylor,david.taylor@harbor-example.com,7463946227,Providence,RI,02903,2023-06-04,3995.05,active
MRC-100207,Summit Roofing,Sarah,Rodriguez,sarah.rodriguez@summit-example.com,(380) 591-7148,Phoenix,AZ,85001,2023-05-28,2267.24,active
MRC-101941,Redstone Printing,Kevin,Jones,kevin.jones@redstone-example.com,926-367-3021,Chicago,IL,60601,2019-06-06,271.01,churned
MRC-100858,Willow Catering,,Anderson,emma.anderson@willow-example.com,(994) 709-7981,Denver,CO,80202,2021-05-02,2273.72,Pending
MRC-100402,Pioneer HVAC,Emma,Brown,emma.brown@pioneer-example.com,6974238727,Portland,OR,97201,2020-12-28,5016.2,pending
MRC-100310,Copper Consulting,Brian,Hall,brian.hall@copper-example.com,+1 728 225 3662,Portland,OR,97201,2025-07-17,4135.82,pending
MRC-200009,CEDAR BAKERY,MARIA,Brown,maria.brown@cedar-example.com,898-493-6180,Houston,TX,77002,2025-07-20,483.73,Pending
MRC-100463,Cedar Electric,Linda,Anderson,linda.anderson@cedar-example.com,+1 757 311 7879,Boston,MA,2108,2024-01-04,254.43,pending
MRC-101120,Bluebird Catering,Jason,Moore,jason.moore@bluebird-example.com,+1 777 655 9112,Portland,OR,97201,2022-08-17,441.78,pending
MRC-101489,Cedar Landscaping,Laura,Anderson,laura.anderson@cedar-example.com,348-733-7777,Atlanta,GA,30303,2024-03-23,3224.87,active
MRC-101021,Lakeside Auto Repair,Olivia,Davis,olivia.davis@lakeside-example.com,(494) 475-2857,Providence,RI,2903,2023-09-03,5295.36,Active
MRC-100890,Summit Roofing,Nancy,Moore,nancy.moore@summit-example.com,4873633577,Atlanta,GA,30303,2022-12-28,3009.79,pending
MRC-101226,Bluebird Logistics,Brian,Walker,brian.walker@bluebird-example.com,+1 604 972 2290,Atlanta,GA,30303,2021-09-30,4023.08,Churned
MRC-101257,Ironwood Bakery,Emma,Moore,emma.moore@ironwood-example.com,+1 378 254 7332,Denver,CO,80202,2024-03-02,3711.53,churned
MRC-100977,Ironwood Auto Repair,Paul,Wilson,paul.wilson@ironwood-example.com,,Atlanta,GA,30303,2022-06-29,317.52,active
MRC-101002,Lakeside Bakery,Laura,Taylor,laura.taylor@lakeside-example.com,,Providence,RI,02903,2019-12-11,28887.34,CHURNED
MRC-100864,Redstone Catering,Michael,Martin,michael.martin@redstone-example.com,(952) 739-7670,Houston,TX,77002,2022-11-29,640.26,active
MRC-101146,Lakeside Electric,Laura,Walker,laura.walker@lakeside-example.com,589-489-5837,Providence,RI,2903,2022-04-01,1702.43,churned
MRC-100427,Prairie HVAC,,Smith,maria.smith@prairie-example.com,841-430-8904,Chicago,IL,60601,2024-05-24,3097.32,churned
MRC-101565,Pioneer Bakery,,Moore,maria.moore@pioneer-example.com,6734643047,Houston,TX,77002,2025-05-29,178.2,churned
MRC-100124,Redstone Landscaping,Paul,Davis,paul.davis@redstone-example.com,+1 260 447 7524,Spring,TX,77373,2022-08-31,693.06,active
MRC-101348,Redstone Electric,Mark,Johnson,mark.johnson@redstone-example.com,(744) 958-3281,Boston,MA,02108,2019-09-12,1122.92,churned
MRC-101219,Willow Cleaning,Paul,Williams,paul.williams@willow-example.com,,Atlanta,GA,30303,2020-07-26,960.32,pending
MRC-101250,Redstone Bakery,Kevin,Taylor,kevin.taylor@redstone-example.com,732-964-4432,Newark,NJ,7102,2019-05-30,2728.19,active
MRC-100807,Cedar Auto Repair,Nancy,Martin,nancy.martin@cedar-example.com,(923) 822-1034,Newark,NJ,07102,1900-01-01,1240.19,active
MRC-101062,Lakeside Printing,Daniel,Rodriguez,daniel.rodriguez@lakeside-example.com,(221) 905-3176,Providence,RI,02903,2019-03-24,6574.44,churned
MRC-101787,Redstone Electric,,Davis,david.davis@redstone-example.com,+1 468 803 2693,Atlanta,GA,30303,2022-01-22,6128.47,pending
MRC-100955,Willow Electric,Anna,Martinez,anna.martinez@willow-example.com,(922) 692-4880,Providence,RI,2903,2019-11-05,1339.06,active
MRC-100099,Granite Catering,Kevin,Davis,kevin.davis@granite-example.com,+1 226 434 8453,Providence,RI,02903,2021-03-11,11398.75,churned
MRC-100714,Pioneer Printing,Anna,Smith,anna.smith@pioneer-example.com,6419283106,Newark,NJ,7102,2023-07-05,6170.0,pending
MRC-101095,Granite Cleaning,Mark,Martinez,mark.martinez@granite-example.com,+1 669 340 2850,Newark,NJ,7102,2024-01-13,1787.68,pending
MRC-100112,Ironwood Plumbing,Robert,Davis,robert.davis@ironwood-example.com,283-396-4256,Atlanta,GA,30303,2019-01-02,1256.76,churned
MRC-100048,Cedar Cleaning,Paul,Jones,paul.jones@cedar-example.com,+1 225 809 6993,Houston,TX,77002,2021-04-06,272.98,pending
MRC-100481,Summit Landscaping,Sarah,Taylor,sarah.taylor@summit-example.com,2336787424,Denver,CO,80202,2024-12-24,6525.6,Pending
MRC-100227,Redstone Roofing,Sophia,Smith,sophia.smith@redstone-example.com,634-497-8599,Newark,NJ,7102,2022-03-31,1147.12,pending
MRC-100267,Ironwood Catering,Daniel,Miller,daniel.miller@ironwood-example.com,+1 747 381 8888,Phoenix,AZ,85001,2022-05-08,1219.12,churned
MRC-100523,Bluebird Electric,David,Anderson,david.anderson@bluebird-example.com,(282) 263-1862,Newark,NJ,07102,2021-05-18,897.41,CHURNED
MRC-200023,WILLOW CATERING,KEVIN,Anderson,kevin.anderson@willow-example.com,424-257-8737,Atlanta,GA,30303,2019-11-23,1288.69,Churned
MRC-101658,Granite Catering,Sarah,Lee,sarah.lee@granite-example.com,349-810-4071,Spring,TX,77373,2020-02-20,2012.72,active
MRC-100120,Bluebird Catering,Karen,Miller,karen.miller@bluebird-example.com,8818181932,Atlanta,GA,30303,2024-09-08,411.8,pending
MRC-100125,Lakeside Roofing,Robert,Williams,robert.williams@lakeside-example.com,485-675-4675,Providence,RI,02903,2025-10-19,4041.33,pending
MRC-100628,Cedar Cleaning,Daniel,Davis,daniel.davis@cedar-example.com,330-956-7931,Newark,NJ,07102,2022-03-26,1116.07,active
MRC-101689,Summit Printing,Paul,Rodriguez,paul.rodriguez@summit-example.com,,Phoenix,AZ,,2022-12-10,2641.27,CHURNED
MRC-100352,Prairie Consulting,Linda,Garcia,linda.garcia@prairie-example.com,(226) 961-8569,Providence,RI,2903,2024-08-14,2460.9,churned
MRC-100480,Redstone Bakery,Linda,Miller,linda.miller@redstone-example.com,+1 433 559 9020,Newark,NJ,7102,2021-02-07,29314.08,active
MRC-100960,Prairie Roofing,Daniel,Williams,daniel.williams@prairie-example.com,383-210-1491,Providence,RI,02903,2025-02-27,5801.06,pending
MRC-100429,Willow Electric,Nancy,Lee,nancy.lee@willow-example.com,(746) 866-5028,Newark,NJ,07102,2021-08-04,6455.11,active
MRC-101200,Cedar Plumbing,Nancy,Smith,nancy.smith@cedar-example.com,,Denver,CO,80202,2021-01-27,856.31,active
MRC-100641,Pioneer Consulting,Mark,Moore,mark.moore@pioneer-example.com,(871) 799-8537,Atlanta,GA,30303,2020-12-02,473.16,pending
MRC-100371,Pioneer Cleaning,David,Williams,david.williams@pioneer-example.com,7569017660,Denver,CO,80202,2020-07-09,1496.81,active
MRC-101105,Copper Roofing,Emma,Wilson,emma.wilson@copper-example.com,(772) 823-7723,Providence,RI,02903,2022-07-01,192.82,pending
MRC-100428,Bluebird Roofing,Linda,Smith,linda.smith@bluebird-example.com,3423338474,Boston,MA,02108,2021-11-12,231.68,ACTIVE
MRC-100434,Summit HVAC,David,Thomas,,9379858383,Spring,TX,77373,2023-12-08,100.82,churned
MRC-100619,Copper Consulting,Michael,Jackson,michael.jackson@copper-example.com,3082728016,Spring,TX,77373,2022-06-13,3027.97,CHURNED
MRC-101693,Harbor Catering,Robert,Williams,robert.williams@harbor-example.com,+1 995 301 3462,Chicago,IL,60601,,2702.32,CHURNED
MRC-101630,Granite Consulting,Linda,Brown,linda.brown@granite-example.com,6074534011,Atlanta,GA,30303,2024-05-05,2329.09,churned
MRC-100590,Harbor Plumbing,David,Smith,david.smith@harbor-example.com,722-935-4699,Phoenix,AZ,85001,2020-05-05,31269.27,pending
MRC-101007,Willow Electric,Laura,Johnson,laura.johnson@willow-example.com,+1 607 841 8717,Chicago,IL,60601,2024-01-27,5601.88,active
MRC-101359,Willow Catering,,Taylor,,895-691-3758,Boston,MA,02108,2019-08-31,669.49,churned
MRC-100336,Redstone Catering,Maria,Williams,maria.williams@redstone-example.com,6873955959,Newark,NJ,07102,2024-08-12,1034.36,pending
MRC-100005,Prairie Landscaping,Anna,Davis,anna.davis@prairie-example.com,9603711068,Portland,OR,97201,2023-08-19,4810.31,CHURNED
MRC-100273,Granite Auto Repair,Anna,Anderson,anna.anderson@granite-example.com,,Providence,RI,02903,2022-03-10,2642.58,active
MRC-100743,Harbor Consulting,Mark,Johnson,mark.johnson@harbor-example.com,5662434452,Boston,MA,02108,2021-12-20,1802.8,pending
MRC-101735,Bluebird Plumbing,David,Smith,david.smith@bluebird-example.com,(422) 868-6791,Newark,NJ,7102,2023-08-30,1538.99,active
MRC-101391,Harbor Electric,Laura,Martin,laura.martin@harbor-example.com,807-650-5264,Phoenix,AZ,85001,2025-07-18,11790.49,pending
MRC-100685,Bluebird Cleaning,Emma,Taylor,emma.taylor@bluebird-example.com,,Denver,CO,80202,1900-01-01,7120.42,pending
MRC-101335,Harbor Catering,Michael,Brown,michael.brown@harbor-example.com,3018986975,Newark,NJ,07102,2022-06-19,1071.27,CHURNED
